id,prd,prc,bgn,min,max,cnt,cum,code,traded_at,created_at,updated_at
747384,1,1800,1800,1800,1800,0,41017,001020,"2021-10-12 12:28:00","2022-11-10 04:59:52","2022-11-10 04:59:52"
747383,1,1800,1800,1800,1800,0,41017,001020,"2021-10-12 12:29:00","2022-11-10 04:59:52","2022-11-10 04:59:52"
747382,1,1800,1800,1800,1800,170,41187,001020,"2021-10-12 12:30:00","2022-11-10 04:59:52","2022-11-10 04:59:52"
747381,1,1800,1800,1800,1800,54,41241,001020,"2021-10-12 12:31:00","2022-11-10 04:59:52","2022-11-10 04:59:52"
747380,1,1800,1800,1800,1800,0,41241,001020,"2021-10-12 12:32:00","2022-11-10 04:59:52","2022-11-10 04:59:52"
747379,1,1800,1800,1800,1800,0,41241,001020,"2021-10-12 12:33:00","2022-11-10 04:59:52","2022-11-10 04:59:52"
747378,1,1800,1800,1800,1800,0,41241,001020,"2021-10-12 12:34:00","2022-11-10 04:59:52","2022-11-10 04:59:52"
747377,1,1800,1800,1800,1800,0,41241,001020,"2021-10-12 12:35:00","2022-11-10 04:59:52","2022-11-10 04:59:52"
747376,1,1800,1800,1800,1800,0,41241,001020,"2021-10-12 12:36:00","2022-11-10 04:59:52","2022-11-10 04:59:52"
747375,1,1805,1805,1805,1805,1,41242,001020,"2021-10-12 12:37:00","2022-11-10 04:59:52","2022-11-10 04:59:52"
747374,1,1805,1805,1805,1805,0,41242,001020,"2021-10-12 12:38:00","2022-11-10 04:59:52","2022-11-10 04:59:52"
747373,1,1805,1805,1805,1805,0,41242,001020,"2021-10-12 12:39:00","2022-11-10 04:59:52","2022-11-10 04:59:52"
747372,1,1805,1805,1805,1805,0,41242,001020,"2021-10-12 12:40:00","2022-11-10 04:59:52","2022-11-10 04:59:52"
747371,1,1805,1805,1805,1805,0,41242,001020,"2021-10-12 12:41:00","2022-11-10 04:59:52","2022-11-10 04:59:52"
747370,1,1805,1805,1805,1805,0,41242,001020,"2021-10-12 12:42:00","2022-11-10 04:59:52","2022-11-10 04:59:52"
747369,1,1805,1805,1805,1805,0,41242,001020,"2021-10-12 12:43:00","2022-11-10 04:59:52","2022-11-10 04:59:52"
747368,1,1805,1805,1805,1805,1,41243,001020,"2021-10-12 12:44:00","2022-11-10 04:59:52","2022-11-10 04:59:52"
747367,1,1800,1800,1800,1800,1,41244,001020,"2021-10-12 12:45:00","2022-11-10 04:59:52","2022-11-10 04:59:52"
747366,1,1800,1800,1800,1800,0,41244,001020,"2021-10-12 12:46:00","2022-11-10 04:59:52","2022-11-10 04:59:52"
747365,1,1800,1800,1800,1800,0,41244,001020,"2021-10-12 12:47:00","2022-11-10 04:59:52","2022-11-10 04:59:52"
747364,1,1800,1795,1795,1800,400,41644,001020,"2021-10-12 12:48:00","2022-11-10 04:59:51","2022-11-10 04:59:51"
747363,1,1800,1800,1800,1800,0,41644,001020,"2021-10-12 12:49:00","2022-11-10 04:59:51","2022-11-10 04:59:51"
747362,1,1800,1800,1800,1800,305,41949,001020,"2021-10-12 12:50:00","2022-11-10 04:59:51","2022-11-10 04:59:51"
747361,1,1800,1800,1800,1800,400,42349,001020,"2021-10-12 12:51:00","2022-11-10 04:59:51","2022-11-10 04:59:51"
747360,1,1800,1800,1800,1800,0,42349,001020,"2021-10-12 12:52:00","2022-11-10 04:59:51","2022-11-10 04:59:51"
747359,1,1800,1800,1800,1800,0,42349,001020,"2021-10-12 12:53:00","2022-11-10 04:59:51","2022-11-10 04:59:51"
747358,1,1800,1800,1800,1800,0,42349,001020,"2021-10-12 12:54:00","2022-11-10 04:59:51","2022-11-10 04:59:51"
747357,1,1795,1795,1795,1795,401,42750,001020,"2021-10-12 12:55:00","2022-11-10 04:59:51","2022-11-10 04:59:51"
747356,1,1790,1790,1790,1790,85,42835,001020,"2021-10-12 12:56:00","2022-11-10 04:59:51","2022-11-10 04:59:51"
747355,1,1795,1790,1790,1795,310,43145,001020,"2021-10-12 12:57:00","2022-11-10 04:59:51","2022-11-10 04:59:51"
747354,1,1795,1795,1795,1795,0,43145,001020,"2021-10-12 12:58:00","2022-11-10 04:59:51","2022-11-10 04:59:51"
747353,1,1795,1795,1795,1795,5,43150,001020,"2021-10-12 12:59:00","2022-11-10 04:59:51","2022-11-10 04:59:51"
747352,1,1795,1795,1795,1795,0,43150,001020,"2021-10-12 13:00:00","2022-11-10 04:59:51","2022-11-10 04:59:51"
747351,1,1795,1795,1795,1795,0,43150,001020,"2021-10-12 13:01:00","2022-11-10 04:59:51","2022-11-10 04:59:51"
747350,1,1795,1795,1795,1795,10,43160,001020,"2021-10-12 13:02:00","2022-11-10 04:59:51","2022-11-10 04:59:51"
747349,1,1795,1795,1795,1795,0,43160,001020,"2021-10-12 13:03:00","2022-11-10 04:59:51","2022-11-10 04:59:51"
747348,1,1795,1795,1795,1795,0,43160,001020,"2021-10-12 13:04:00","2022-11-10 04:59:51","2022-11-10 04:59:51"
747347,1,1795,1795,1795,1795,1,43161,001020,"2021-10-12 13:05:00","2022-11-10 04:59:51","2022-11-10 04:59:51"
747346,1,1795,1795,1795,1795,0,43161,001020,"2021-10-12 13:06:00","2022-11-10 04:59:51","2022-11-10 04:59:51"
747345,1,1795,1795,1795,1795,0,43161,001020,"2021-10-12 13:07:00","2022-11-10 04:59:51","2022-11-10 04:59:51"
747344,1,1795,1795,1795,1795,0,43161,001020,"2021-10-12 13:08:00","2022-11-10 04:59:51","2022-11-10 04:59:51"
747343,1,1795,1795,1795,1795,0,43161,001020,"2021-10-12 13:09:00","2022-11-10 04:59:51","2022-11-10 04:59:51"
747342,1,1795,1790,1790,1795,149,43310,001020,"2021-10-12 13:10:00","2022-11-10 04:59:51","2022-11-10 04:59:51"
747341,1,1795,1795,1795,1795,0,43310,001020,"2021-10-12 13:11:00","2022-11-10 04:59:51","2022-11-10 04:59:51"
747340,1,1795,1795,1795,1795,0,43310,001020,"2021-10-12 13:12:00","2022-11-10 04:59:51","2022-11-10 04:59:51"
747339,1,1795,1795,1795,1795,0,43310,001020,"2021-10-12 13:13:00","2022-11-10 04:59:51","2022-11-10 04:59:51"
747338,1,1790,1795,1790,1795,544,43854,001020,"2021-10-12 13:14:00","2022-11-10 04:59:51","2022-11-10 04:59:51"
747337,1,1790,1790,1790,1790,0,43854,001020,"2021-10-12 13:15:00","2022-11-10 04:59:51","2022-11-10 04:59:51"
747336,1,1795,1790,1790,1795,738,44592,001020,"2021-10-12 13:16:00","2022-11-10 04:59:51","2022-11-10 04:59:51"
747335,1,1805,1805,1805,1805,6,44598,001020,"2021-10-12 13:17:00","2022-11-10 04:59:51","2022-11-10 04:59:51"
747334,1,1805,1800,1800,1805,25,44623,001020,"2021-10-12 13:18:00","2022-11-10 04:59:51","2022-11-10 04:59:51"
747333,1,1805,1805,1805,1805,0,44623,001020,"2021-10-12 13:19:00","2022-11-10 04:59:51","2022-11-10 04:59:51"
747332,1,1805,1805,1805,1805,0,44623,001020,"2021-10-12 13:20:00","2022-11-10 04:59:51","2022-11-10 04:59:51"
747331,1,1805,1805,1805,1805,0,44623,001020,"2021-10-12 13:21:00","2022-11-10 04:59:51","2022-11-10 04:59:51"
747330,1,1805,1805,1805,1805,0,44623,001020,"2021-10-12 13:22:00","2022-11-10 04:59:51","2022-11-10 04:59:51"
747329,1,1805,1805,1805,1805,10,44633,001020,"2021-10-12 13:23:00","2022-11-10 04:59:51","2022-11-10 04:59:51"
747328,1,1805,1805,1805,1805,0,44633,001020,"2021-10-12 13:24:00","2022-11-10 04:59:51","2022-11-10 04:59:51"
747327,1,1805,1805,1805,1805,0,44633,001020,"2021-10-12 13:25:00","2022-11-10 04:59:51","2022-11-10 04:59:51"
747326,1,1805,1805,1805,1805,5,44638,001020,"2021-10-12 13:26:00","2022-11-10 04:59:51","2022-11-10 04:59:51"
747325,1,1805,1805,1805,1805,0,44638,001020,"2021-10-12 13:27:00","2022-11-10 04:59:51","2022-11-10 04:59:51"
747324,1,1805,1805,1805,1805,0,44638,001020,"2021-10-12 13:28:00","2022-11-10 04:59:51","2022-11-10 04:59:51"
747323,1,1805,1805,1805,1805,0,44638,001020,"2021-10-12 13:29:00","2022-11-10 04:59:51","2022-11-10 04:59:51"
747322,1,1805,1805,1805,1805,0,44638,001020,"2021-10-12 13:30:00","2022-11-10 04:59:51","2022-11-10 04:59:51"
747321,1,1805,1805,1805,1805,0,44638,001020,"2021-10-12 13:31:00","2022-11-10 04:59:51","2022-11-10 04:59:51"
747320,1,1795,1795,1795,1795,1,44639,001020,"2021-10-12 13:32:00","2022-11-10 04:59:51","2022-11-10 04:59:51"
747319,1,1800,1805,1800,1805,4,44643,001020,"2021-10-12 13:33:00","2022-11-10 04:59:51","2022-11-10 04:59:51"
747318,1,1795,1805,1795,1805,7,44650,001020,"2021-10-12 13:34:00","2022-11-10 04:59:50","2022-11-10 04:59:50"
747317,1,1795,1795,1795,1795,0,44650,001020,"2021-10-12 13:35:00","2022-11-10 04:59:50","2022-11-10 04:59:50"
747316,1,1795,1795,1795,1795,0,44650,001020,"2021-10-12 13:36:00","2022-11-10 04:59:50","2022-11-10 04:59:50"
747315,1,1795,1795,1795,1795,2,44652,001020,"2021-10-12 13:37:00","2022-11-10 04:59:50","2022-11-10 04:59:50"
747314,1,1795,1795,1795,1795,0,44652,001020,"2021-10-12 13:38:00","2022-11-10 04:59:50","2022-11-10 04:59:50"
747313,1,1795,1795,1795,1795,0,44652,001020,"2021-10-12 13:39:00","2022-11-10 04:59:50","2022-11-10 04:59:50"
747312,1,1795,1805,1795,1805,62,44714,001020,"2021-10-12 13:40:00","2022-11-10 04:59:50","2022-11-10 04:59:50"
747311,1,1795,1795,1795,1795,0,44714,001020,"2021-10-12 13:41:00","2022-11-10 04:59:50","2022-11-10 04:59:50"
747310,1,1795,1795,1795,1795,0,44714,001020,"2021-10-12 13:42:00","2022-11-10 04:59:50","2022-11-10 04:59:50"
747309,1,1795,1795,1795,1795,0,44714,001020,"2021-10-12 13:43:00","2022-11-10 04:59:50","2022-11-10 04:59:50"
747308,1,1795,1795,1790,1795,5,44719,001020,"2021-10-12 13:44:00","2022-11-10 04:59:50","2022-11-10 04:59:50"
747307,1,1795,1795,1795,1795,3,44722,001020,"2021-10-12 13:45:00","2022-11-10 04:59:50","2022-11-10 04:59:50"
747306,1,1795,1790,1790,1795,1373,46095,001020,"2021-10-12 13:46:00","2022-11-10 04:59:50","2022-11-10 04:59:50"
747305,1,1795,1795,1795,1795,0,46095,001020,"2021-10-12 13:47:00","2022-11-10 04:59:50","2022-11-10 04:59:50"
747304,1,1795,1795,1795,1795,600,46695,001020,"2021-10-12 13:48:00","2022-11-10 04:59:50","2022-11-10 04:59:50"
747303,1,1795,1795,1795,1795,16,46711,001020,"2021-10-12 13:49:00","2022-11-10 04:59:50","2022-11-10 04:59:50"
747302,1,1805,1795,1795,1805,488,47199,001020,"2021-10-12 13:50:00","2022-11-10 04:59:50","2022-11-10 04:59:50"
747301,1,1805,1805,1805,1805,0,47199,001020,"2021-10-12 13:51:00","2022-11-10 04:59:50","2022-11-10 04:59:50"
747300,1,1805,1800,1800,1805,11,47210,001020,"2021-10-12 13:52:00","2022-11-10 04:59:50","2022-11-10 04:59:50"
747299,1,1805,1805,1805,1805,0,47210,001020,"2021-10-12 13:53:00","2022-11-10 04:59:50","2022-11-10 04:59:50"
747298,1,1800,1800,1800,1800,4,47214,001020,"2021-10-12 13:54:00","2022-11-10 04:59:50","2022-11-10 04:59:50"
747297,1,1805,1800,1800,1805,7,47221,001020,"2021-10-12 13:55:00","2022-11-10 04:59:50","2022-11-10 04:59:50"
747296,1,1805,1805,1805,1805,0,47221,001020,"2021-10-12 13:56:00","2022-11-10 04:59:50","2022-11-10 04:59:50"
747295,1,1805,1805,1805,1805,0,47221,001020,"2021-10-12 13:57:00","2022-11-10 04:59:50","2022-11-10 04:59:50"
747294,1,1805,1805,1805,1805,0,47221,001020,"2021-10-12 13:58:00","2022-11-10 04:59:50","2022-11-10 04:59:50"
747293,1,1805,1805,1805,1805,0,47221,001020,"2021-10-12 13:59:00","2022-11-10 04:59:50","2022-11-10 04:59:50"
747292,1,1805,1805,1805,1805,0,47221,001020,"2021-10-12 14:00:00","2022-11-10 04:59:50","2022-11-10 04:59:50"
747291,1,1805,1805,1805,1805,0,47221,001020,"2021-10-12 14:01:00","2022-11-10 04:59:50","2022-11-10 04:59:50"
747290,1,1805,1805,1805,1805,0,47221,001020,"2021-10-12 14:02:00","2022-11-10 04:59:50","2022-11-10 04:59:50"
747289,1,1805,1800,1800,1805,51,47272,001020,"2021-10-12 14:03:00","2022-11-10 04:59:50","2022-11-10 04:59:50"
747288,1,1805,1805,1805,1805,0,47272,001020,"2021-10-12 14:04:00","2022-11-10 04:59:50","2022-11-10 04:59:50"
747287,1,1800,1800,1800,1800,6,47278,001020,"2021-10-12 14:05:00","2022-11-10 04:59:50","2022-11-10 04:59:50"
747286,1,1800,1800,1800,1800,125,47403,001020,"2021-10-12 14:06:00","2022-11-10 04:59:50","2022-11-10 04:59:50"
747285,1,1805,1800,1800,1805,277,47680,001020,"2021-10-12 14:07:00","2022-11-10 04:59:50","2022-11-10 04:59:50"
747284,1,1805,1805,1805,1805,12,47692,001020,"2021-10-12 14:08:00","2022-11-10 04:59:50","2022-11-10 04:59:50"
747283,1,1805,1805,1805,1805,0,47692,001020,"2021-10-12 14:09:00","2022-11-10 04:59:50","2022-11-10 04:59:50"
747282,1,1805,1805,1805,1805,0,47692,001020,"2021-10-12 14:10:00","2022-11-10 04:59:50","2022-11-10 04:59:50"
747281,1,1805,1805,1805,1805,0,47692,001020,"2021-10-12 14:11:00","2022-11-10 04:59:50","2022-11-10 04:59:50"
747280,1,1805,1805,1805,1805,0,47692,001020,"2021-10-12 14:12:00","2022-11-10 04:59:49","2022-11-10 04:59:49"
747279,1,1805,1805,1805,1805,0,47692,001020,"2021-10-12 14:13:00","2022-11-10 04:59:49","2022-11-10 04:59:49"
747278,1,1805,1805,1805,1805,1000,48692,001020,"2021-10-12 14:14:00","2022-11-10 04:59:49","2022-11-10 04:59:49"
747277,1,1805,1805,1805,1805,0,48692,001020,"2021-10-12 14:15:00","2022-11-10 04:59:49","2022-11-10 04:59:49"
747276,1,1800,1800,1800,1800,9,48701,001020,"2021-10-12 14:16:00","2022-11-10 04:59:49","2022-11-10 04:59:49"
747275,1,1800,1800,1800,1800,0,48701,001020,"2021-10-12 14:17:00","2022-11-10 04:59:49","2022-11-10 04:59:49"
747274,1,1800,1800,1800,1800,0,48701,001020,"2021-10-12 14:18:00","2022-11-10 04:59:49","2022-11-10 04:59:49"
747273,1,1800,1800,1800,1800,0,48701,001020,"2021-10-12 14:19:00","2022-11-10 04:59:49","2022-11-10 04:59:49"
747272,1,1805,1800,1800,1805,12,48713,001020,"2021-10-12 14:20:00","2022-11-10 04:59:49","2022-11-10 04:59:49"
747271,1,1805,1805,1805,1805,0,48713,001020,"2021-10-12 14:21:00","2022-11-10 04:59:49","2022-11-10 04:59:49"
747270,1,1805,1805,1805,1805,0,48713,001020,"2021-10-12 14:22:00","2022-11-10 04:59:49","2022-11-10 04:59:49"
747269,1,1805,1805,1805,1805,2,48715,001020,"2021-10-12 14:23:00","2022-11-10 04:59:49","2022-11-10 04:59:49"
747268,1,1805,1805,1805,1805,0,48715,001020,"2021-10-12 14:24:00","2022-11-10 04:59:49","2022-11-10 04:59:49"
747267,1,1805,1805,1805,1805,0,48715,001020,"2021-10-12 14:25:00","2022-11-10 04:59:49","2022-11-10 04:59:49"
747266,1,1805,1805,1805,1805,17,48732,001020,"2021-10-12 14:26:00","2022-11-10 04:59:49","2022-11-10 04:59:49"
747265,1,1805,1805,1805,1805,0,48732,001020,"2021-10-12 14:27:00","2022-11-10 04:59:49","2022-11-10 04:59:49"
747264,1,1805,1805,1805,1805,0,48732,001020,"2021-10-12 14:28:00","2022-11-10 04:59:49","2022-11-10 04:59:49"
747263,1,1805,1805,1805,1805,10,48742,001020,"2021-10-12 14:29:00","2022-11-10 04:59:49","2022-11-10 04:59:49"
747262,1,1805,1805,1805,1805,10,48752,001020,"2021-10-12 14:30:00","2022-11-10 04:59:49","2022-11-10 04:59:49"
747261,1,1805,1805,1805,1805,20,48772,001020,"2021-10-12 14:31:00","2022-11-10 04:59:49","2022-11-10 04:59:49"
747260,1,1805,1805,1805,1805,10,48782,001020,"2021-10-12 14:32:00","2022-11-10 04:59:49","2022-11-10 04:59:49"
747259,1,1805,1805,1805,1805,0,48782,001020,"2021-10-12 14:33:00","2022-11-10 04:59:49","2022-11-10 04:59:49"
747258,1,1805,1805,1805,1805,0,48782,001020,"2021-10-12 14:34:00","2022-11-10 04:59:49","2022-11-10 04:59:49"
747257,1,1805,1800,1800,1805,2474,51256,001020,"2021-10-12 14:35:00","2022-11-10 04:59:49","2022-11-10 04:59:49"
747256,1,1805,1805,1805,1805,0,51256,001020,"2021-10-12 14:36:00","2022-11-10 04:59:49","2022-11-10 04:59:49"
747255,1,1805,1805,1805,1805,0,51256,001020,"2021-10-12 14:37:00","2022-11-10 04:59:49","2022-11-10 04:59:49"
747254,1,1805,1805,1805,1805,0,51256,001020,"2021-10-12 14:38:00","2022-11-10 04:59:49","2022-11-10 04:59:49"
747253,1,1805,1805,1805,1805,0,51256,001020,"2021-10-12 14:39:00","2022-11-10 04:59:49","2022-11-10 04:59:49"
747252,1,1805,1805,1805,1805,0,51256,001020,"2021-10-12 14:40:00","2022-11-10 04:59:49","2022-11-10 04:59:49"
747251,1,1805,1805,1805,1805,0,51256,001020,"2021-10-12 14:41:00","2022-11-10 04:59:49","2022-11-10 04:59:49"
747250,1,1805,1805,1805,1805,0,51256,001020,"2021-10-12 14:42:00","2022-11-10 04:59:49","2022-11-10 04:59:49"
747249,1,1805,1800,1800,1805,53,51309,001020,"2021-10-12 14:43:00","2022-11-10 04:59:49","2022-11-10 04:59:49"
747248,1,1805,1805,1805,1805,0,51309,001020,"2021-10-12 14:44:00","2022-11-10 04:59:49","2022-11-10 04:59:49"
747247,1,1805,1805,1805,1805,0,51309,001020,"2021-10-12 14:45:00","2022-11-10 04:59:49","2022-11-10 04:59:49"
747246,1,1805,1805,1805,1805,0,51309,001020,"2021-10-12 14:46:00","2022-11-10 04:59:49","2022-11-10 04:59:49"
747245,1,1805,1805,1805,1805,0,51309,001020,"2021-10-12 14:47:00","2022-11-10 04:59:49","2022-11-10 04:59:49"
747244,1,1805,1805,1805,1805,0,51309,001020,"2021-10-12 14:48:00","2022-11-10 04:59:49","2022-11-10 04:59:49"
747243,1,1805,1800,1795,1805,225,51534,001020,"2021-10-12 14:49:00","2022-11-10 04:59:49","2022-11-10 04:59:49"
747242,1,1805,1805,1805,1805,0,51534,001020,"2021-10-12 14:50:00","2022-11-10 04:59:49","2022-11-10 04:59:49"
747241,1,1805,1805,1805,1805,0,51534,001020,"2021-10-12 14:51:00","2022-11-10 04:59:49","2022-11-10 04:59:49"
747240,1,1805,1800,1800,1805,11,51545,001020,"2021-10-12 14:52:00","2022-11-10 04:59:49","2022-11-10 04:59:49"
747239,1,1805,1795,1795,1805,301,51846,001020,"2021-10-12 14:53:00","2022-11-10 04:59:49","2022-11-10 04:59:49"
747238,1,1805,1805,1805,1805,10,51856,001020,"2021-10-12 14:54:00","2022-11-10 04:59:49","2022-11-10 04:59:49"
747237,1,1805,1805,1805,1805,0,51856,001020,"2021-10-12 14:55:00","2022-11-10 04:59:49","2022-11-10 04:59:49"
747236,1,1805,1805,1805,1805,0,51856,001020,"2021-10-12 14:56:00","2022-11-10 04:59:48","2022-11-10 04:59:48"
747235,1,1805,1805,1805,1805,0,51856,001020,"2021-10-12 14:57:00","2022-11-10 04:59:48","2022-11-10 04:59:48"
747234,1,1805,1805,1805,1805,0,51856,001020,"2021-10-12 14:58:00","2022-11-10 04:59:48","2022-11-10 04:59:48"
747233,1,1805,1805,1800,1805,83,51939,001020,"2021-10-12 14:59:00","2022-11-10 04:59:48","2022-11-10 04:59:48"
747232,1,1805,1805,1805,1805,1,51940,001020,"2021-10-12 15:00:00","2022-11-10 04:59:48","2022-11-10 04:59:48"
747231,1,1805,1805,1805,1805,71,52011,001020,"2021-10-12 15:01:00","2022-11-10 04:59:48","2022-11-10 04:59:48"
747230,1,1805,1805,1805,1805,28,52039,001020,"2021-10-12 15:02:00","2022-11-10 04:59:48","2022-11-10 04:59:48"
747229,1,1805,1800,1795,1805,2323,54362,001020,"2021-10-12 15:03:00","2022-11-10 04:59:48","2022-11-10 04:59:48"
747228,1,1795,1795,1795,1795,21,54383,001020,"2021-10-12 15:04:00","2022-11-10 04:59:48","2022-11-10 04:59:48"
747227,1,1805,1795,1795,1805,2067,56450,001020,"2021-10-12 15:05:00","2022-11-10 04:59:48","2022-11-10 04:59:48"
747226,1,1805,1805,1795,1805,671,57121,001020,"2021-10-12 15:06:00","2022-11-10 04:59:48","2022-11-10 04:59:48"
747225,1,1805,1805,1805,1805,78,57199,001020,"2021-10-12 15:07:00","2022-11-10 04:59:48","2022-11-10 04:59:48"
747224,1,1795,1795,1795,1795,302,57501,001020,"2021-10-12 15:08:00","2022-11-10 04:59:48","2022-11-10 04:59:48"
747223,1,1805,1805,1805,1805,70,57571,001020,"2021-10-12 15:09:00","2022-11-10 04:59:48","2022-11-10 04:59:48"
747222,1,1805,1805,1805,1805,0,57571,001020,"2021-10-12 15:10:00","2022-11-10 04:59:48","2022-11-10 04:59:48"
747221,1,1805,1805,1805,1805,74,57645,001020,"2021-10-12 15:11:00","2022-11-10 04:59:48","2022-11-10 04:59:48"
747220,1,1805,1805,1805,1805,0,57645,001020,"2021-10-12 15:12:00","2022-11-10 04:59:48","2022-11-10 04:59:48"
747219,1,1790,1790,1790,1805,343,57988,001020,"2021-10-12 15:13:00","2022-11-10 04:59:48","2022-11-10 04:59:48"
747218,1,1800,1800,1800,1800,1,57989,001020,"2021-10-12 15:14:00","2022-11-10 04:59:48","2022-11-10 04:59:48"
747217,1,1800,1800,1800,1800,984,58973,001020,"2021-10-12 15:15:00","2022-11-10 04:59:48","2022-11-10 04:59:48"
747216,1,1800,1800,1800,1800,67,59040,001020,"2021-10-12 15:16:00","2022-11-10 04:59:48","2022-11-10 04:59:48"
747215,1,1800,1800,1800,1800,73,59113,001020,"2021-10-12 15:17:00","2022-11-10 04:59:48","2022-11-10 04:59:48"
747214,1,1795,1800,1795,1800,1056,60169,001020,"2021-10-12 15:18:00","2022-11-10 04:59:48","2022-11-10 04:59:48"
747213,1,1800,1800,1800,1800,1,60170,001020,"2021-10-12 15:19:00","2022-11-10 04:59:48","2022-11-10 04:59:48"
747212,1,1800,1800,1800,1800,0,60170,001020,"2021-10-12 15:20:00","2022-11-10 04:59:48","2022-11-10 04:59:48"
747211,1,1800,1800,1800,1800,0,60170,001020,"2021-10-12 15:21:00","2022-11-10 04:59:48","2022-11-10 04:59:48"
747210,1,1800,1800,1800,1800,0,60170,001020,"2021-10-12 15:22:00","2022-11-10 04:59:48","2022-11-10 04:59:48"
747209,1,1800,1800,1800,1800,0,60170,001020,"2021-10-12 15:23:00","2022-11-10 04:59:48","2022-11-10 04:59:48"
747208,1,1800,1800,1800,1800,0,60170,001020,"2021-10-12 15:24:00","2022-11-10 04:59:48","2022-11-10 04:59:48"
747207,1,1800,1800,1800,1800,0,60170,001020,"2021-10-12 15:25:00","2022-11-10 04:59:48","2022-11-10 04:59:48"
747206,1,1800,1800,1800,1800,0,60170,001020,"2021-10-12 15:26:00","2022-11-10 04:59:48","2022-11-10 04:59:48"
747205,1,1800,1800,1800,1800,0,60170,001020,"2021-10-12 15:27:00","2022-11-10 04:59:48","2022-11-10 04:59:48"
747204,1,1800,1800,1800,1800,0,60170,001020,"2021-10-12 15:28:00","2022-11-10 04:59:48","2022-11-10 04:59:48"
747203,1,1800,1800,1800,1800,0,60170,001020,"2021-10-12 15:29:00","2022-11-10 04:59:48","2022-11-10 04:59:48"
747202,1,1800,1800,1800,1800,2082,62252,001020,"2021-10-12 15:30:00","2022-11-10 04:59:48","2022-11-10 04:59:48"
1026377,1,1750,1740,1740,1755,4280,4280,001020,"2021-10-13 09:00:00","2022-11-10 07:34:10","2022-11-10 07:34:10"
1026376,1,1755,1785,1755,1785,180,4460,001020,"2021-10-13 09:01:00","2022-11-10 07:34:10","2022-11-10 07:34:10"
1026375,1,1760,1770,1760,1770,201,4661,001020,"2021-10-13 09:02:00","2022-11-10 07:34:09","2022-11-10 07:34:09"
1026374,1,1760,1760,1760,1765,863,5524,001020,"2021-10-13 09:03:00","2022-11-10 07:34:09","2022-11-10 07:34:09"
1026373,1,1760,1760,1755,1770,2525,8049,001020,"2021-10-13 09:04:00","2022-11-10 07:34:09","2022-11-10 07:34:09"
1026372,1,1750,1750,1750,1760,458,8507,001020,"2021-10-13 09:05:00","2022-11-10 07:34:09","2022-11-10 07:34:09"
1026371,1,1785,1750,1745,1785,3359,11866,001020,"2021-10-13 09:06:00","2022-11-10 07:34:09","2022-11-10 07:34:09"
1026370,1,1790,1790,1790,1790,328,12194,001020,"2021-10-13 09:07:00","2022-11-10 07:34:09","2022-11-10 07:34:09"
1026369,1,1790,1790,1790,1790,0,12194,001020,"2021-10-13 09:08:00","2022-11-10 07:34:09","2022-11-10 07:34:09"
1026368,1,1790,1790,1790,1790,0,12194,001020,"2021-10-13 09:09:00","2022-11-10 07:34:09","2022-11-10 07:34:09"
1026367,1,1790,1790,1790,1790,120,12314,001020,"2021-10-13 09:10:00","2022-11-10 07:34:09","2022-11-10 07:34:09"
1026366,1,1795,1790,1790,1795,1658,13972,001020,"2021-10-13 09:11:00","2022-11-10 07:34:09","2022-11-10 07:34:09"
1026365,1,1800,1795,1795,1800,354,14326,001020,"2021-10-13 09:12:00","2022-11-10 07:34:09","2022-11-10 07:34:09"
1026364,1,1800,1800,1800,1800,0,14326,001020,"2021-10-13 09:13:00","2022-11-10 07:34:09","2022-11-10 07:34:09"
1026363,1,1800,1800,1800,1800,0,14326,001020,"2021-10-13 09:14:00","2022-11-10 07:34:09","2022-11-10 07:34:09"
1026362,1,1790,1790,1790,1790,29,14355,001020,"2021-10-13 09:15:00","2022-11-10 07:34:09","2022-11-10 07:34:09"
1026361,1,1800,1790,1790,1800,801,15156,001020,"2021-10-13 09:16:00","2022-11-10 07:34:09","2022-11-10 07:34:09"
1026360,1,1790,1790,1790,1790,500,15656,001020,"2021-10-13 09:17:00","2022-11-10 07:34:09","2022-11-10 07:34:09"
1026359,1,1790,1790,1790,1790,0,15656,001020,"2021-10-13 09:18:00","2022-11-10 07:34:09","2022-11-10 07:34:09"
1026358,1,1805,1805,1805,1805,160,15816,001020,"2021-10-13 09:19:00","2022-11-10 07:34:09","2022-11-10 07:34:09"
1026357,1,1805,1805,1805,1805,1041,16857,001020,"2021-10-13 09:20:00","2022-11-10 07:34:09","2022-11-10 07:34:09"
1026356,1,1800,1800,1800,1800,20,16877,001020,"2021-10-13 09:21:00","2022-11-10 07:34:09","2022-11-10 07:34:09"
1026355,1,1805,1805,1805,1805,4,16881,001020,"2021-10-13 09:22:00","2022-11-10 07:34:09","2022-11-10 07:34:09"
1026354,1,1805,1805,1805,1805,1,16882,001020,"2021-10-13 09:23:00","2022-11-10 07:34:09","2022-11-10 07:34:09"
1026353,1,1805,1805,1805,1805,50,16932,001020,"2021-10-13 09:24:00","2022-11-10 07:34:09","2022-11-10 07:34:09"
1026352,1,1805,1800,1780,1805,1847,18779,001020,"2021-10-13 09:25:00","2022-11-10 07:34:09","2022-11-10 07:34:09"
1026351,1,1805,1805,1805,1805,0,18779,001020,"2021-10-13 09:26:00","2022-11-10 07:34:09","2022-11-10 07:34:09"
